,Date,BE,DE,FR,NP
21194,2015-06-03 02:00:00,41.65,27.1,41.65,23.96
21195,2015-06-03 03:00:00,40.36,26.05,40.36,23.94
21196,2015-06-03 04:00:00,40.26,27.47,40.26,24.85
21197,2015-06-03 05:00:00,41.96,32.9,41.96,25.57
21198,2015-06-03 06:00:00,50.96,42.05,50.96,26.36
21199,2015-06-03 07:00:00,59.34,50.96,59.34,27.72
21200,2015-06-03 08:00:00,67.04,49.22,67.04,29.09
21201,2015-06-03 09:00:00,66.3,49.08,66.3,28.82
21202,2015-06-03 10:00:00,57.0,48.34,57.0,28.02
21203,2015-06-03 11:00:00,52.97,46.0,52.97,27.33
21204,2015-06-03 12:00:00,50.48,39.44,50.48,26.85
21205,2015-06-03 13:00:00,50.48,36.8,50.48,26.57
21206,2015-06-03 14:00:00,49.33,33.72,49.33,26.52
21207,2015-06-03 15:00:00,44.94,39.51,44.94,26.39
21208,2015-06-03 16:00:00,41.7,41.26,41.7,26.48
21209,2015-06-03 17:00:00,45.98,45.98,45.98,27.31
21210,2015-06-03 18:00:00,59.61,59.61,59.61,28.12
21211,2015-06-03 19:00:00,62.0,62.0,62.0,26.99
21212,2015-06-03 20:00:00,53.03,42.98,53.03,26.15
21213,2015-06-03 21:00:00,47.97,34.48,47.97,25.8
21214,2015-06-03 22:00:00,49.58,34.05,49.58,25.52
21215,2015-06-03 23:00:00,47.61,29.66,47.61,25.05
21216,2015-06-04 00:00:00,43.25,27.01,43.25,25.94
21217,2015-06-04 01:00:00,37.94,25.17,37.94,25.17
21218,2015-06-04 02:00:00,31.04,24.09,31.04,24.52
21219,2015-06-04 03:00:00,31.28,24.07,31.28,24.4
21220,2015-06-04 04:00:00,29.66,24.62,28.34,24.62
21221,2015-06-04 05:00:00,30.0,24.79,30.0,24.79
21222,2015-06-04 06:00:00,33.78,23.07,33.78,24.98
21223,2015-06-04 07:00:00,35.3,25.05,35.3,25.05
21224,2015-06-04 08:00:00,41.09,24.03,41.09,25.52
21225,2015-06-04 09:00:00,43.5,25.13,43.5,25.75
21226,2015-06-04 10:00:00,41.79,25.93,41.79,25.93
21227,2015-06-04 11:00:00,40.12,26.14,40.12,26.14
21228,2015-06-04 12:00:00,34.54,25.98,31.22,25.98
21229,2015-06-04 13:00:00,33.01,24.03,25.64,25.21
21230,2015-06-04 14:00:00,32.44,18.06,18.06,24.78
21231,2015-06-04 15:00:00,31.45,15.35,15.35,24.63
21232,2015-06-04 16:00:00,31.45,16.68,16.68,24.86
21233,2015-06-04 17:00:00,35.12,22.82,22.82,25.05
21234,2015-06-04 18:00:00,38.0,28.27,29.28,26.06
21235,2015-06-04 19:00:00,40.32,30.41,40.32,26.28
21236,2015-06-04 20:00:00,53.0,37.99,43.38,26.3
21237,2015-06-04 21:00:00,81.0,35.18,45.75,26.11
21238,2015-06-04 22:00:00,81.0,34.44,46.76,25.95
21239,2015-06-04 23:00:00,74.87,31.93,46.21,25.48
21240,2015-06-05 00:00:00,30.2,22.93,30.2,22.61
21241,2015-06-05 01:00:00,22.1,22.1,22.1,21.92
21242,2015-06-05 02:00:00,26.49,17.97,17.97,20.65
21243,2015-06-05 03:00:00,15.9,15.9,15.9,19.94
21244,2015-06-05 04:00:00,17.1,17.1,17.1,20.13
21245,2015-06-05 05:00:00,22.84,22.84,22.84,23.07
21246,2015-06-05 06:00:00,33.97,33.97,33.97,24.75
21247,2015-06-05 07:00:00,39.98,39.98,39.98,26.18
21248,2015-06-05 08:00:00,42.0,42.0,42.0,27.07
21249,2015-06-05 09:00:00,38.54,35.52,38.54,26.97
21250,2015-06-05 10:00:00,33.63,32.9,32.9,26.63
21251,2015-06-05 11:00:00,34.94,29.01,31.0,26.25
21252,2015-06-05 12:00:00,34.94,24.0,30.63,24.87
21253,2015-06-05 13:00:00,34.94,20.09,29.92,24.61
21254,2015-06-05 14:00:00,35.0,17.91,32.33,24.47
21255,2015-06-05 15:00:00,37.04,14.92,30.52,24.29
21256,2015-06-05 16:00:00,36.87,17.59,23.85,24.23
21257,2015-06-05 17:00:00,39.94,23.09,27.2,24.6
21258,2015-06-05 18:00:00,39.0,28.21,28.21,25.47
21259,2015-06-05 19:00:00,38.1,33.99,34.48,25.62
21260,2015-06-05 20:00:00,35.0,32.53,32.53,25.5
21261,2015-06-05 21:00:00,39.0,31.91,31.91,25.9
21262,2015-06-05 22:00:00,42.23,28.42,42.23,24.85
21263,2015-06-05 23:00:00,37.5,19.11,37.5,23.02
21264,2015-06-06 00:00:00,33.71,24.24,29.88,9.94
21265,2015-06-06 01:00:00,28.12,21.94,24.9,8.28
21266,2015-06-06 02:00:00,35.22,18.13,24.42,7.36
21267,2015-06-06 03:00:00,29.7,18.01,22.29,6.38
21268,2015-06-06 04:00:00,21.45,20.02,20.55,5.39
21269,2015-06-06 05:00:00,19.42,19.42,19.42,6.98
21270,2015-06-06 06:00:00,20.85,20.85,20.85,8.04
21271,2015-06-06 07:00:00,23.95,23.95,23.95,9.92
21272,2015-06-06 08:00:00,24.77,24.77,24.77,12.84
21273,2015-06-06 09:00:00,26.21,26.21,26.21,14.81
21274,2015-06-06 10:00:00,25.07,25.07,25.07,15.46
21275,2015-06-06 11:00:00,24.72,24.72,24.72,14.67
21276,2015-06-06 12:00:00,30.76,19.76,23.85,13.73
21277,2015-06-06 13:00:00,27.2,18.47,21.72,12.14
21278,2015-06-06 14:00:00,20.18,20.18,20.18,11.14
21279,2015-06-06 15:00:00,21.04,18.07,19.81,9.85
21280,2015-06-06 16:00:00,22.22,18.57,20.71,9.14
21281,2015-06-06 17:00:00,23.07,23.07,23.07,9.41
21282,2015-06-06 18:00:00,26.5,26.5,26.5,9.94
21283,2015-06-06 19:00:00,30.93,30.93,30.93,9.9
21284,2015-06-06 20:00:00,32.05,32.05,32.05,9.78
21285,2015-06-06 21:00:00,31.58,31.48,31.39,9.77
21286,2015-06-06 22:00:00,39.44,32.76,35.2,9.7
21287,2015-06-06 23:00:00,42.33,27.92,33.18,7.7
21288,2015-06-07 00:00:00,29.62,28.78,29.24,10.77
21289,2015-06-07 01:00:00,24.55,24.55,24.55,9.41
21290,2015-06-07 02:00:00,20.8,20.8,20.8,8.64
21291,2015-06-07 03:00:00,17.71,15.94,16.95,7.19
21292,2015-06-07 04:00:00,21.86,15.51,19.13,6.1
21293,2015-06-07 05:00:00,24.08,24.08,24.08,8.74
21294,2015-06-07 06:00:00,29.72,29.72,29.72,11.12
21295,2015-06-07 07:00:00,43.16,43.16,43.16,12.44
21296,2015-06-07 08:00:00,53.0,44.2,49.93,13.49
21297,2015-06-07 09:00:00,55.04,37.95,50.29,13.85
21298,2015-06-07 10:00:00,54.87,34.99,49.32,13.93
21299,2015-06-07 11:00:00,54.53,31.48,48.1,13.58
21300,2015-06-07 12:00:00,61.09,28.72,52.08,13.01
21301,2015-06-07 13:00:00,65.5,27.11,54.82,12.5
21302,2015-06-07 14:00:00,75.0,26.03,60.14,11.94
21303,2015-06-07 15:00:00,64.36,28.23,58.51,11.44
21304,2015-06-07 16:00:00,73.16,29.08,59.26,10.67
21305,2015-06-07 17:00:00,54.52,44.01,49.4,10.97
21306,2015-06-07 18:00:00,54.87,50.51,52.59,11.13
21307,2015-06-07 19:00:00,65.0,65.0,65.0,11.18
21308,2015-06-07 20:00:00,65.05,65.05,65.05,11.0
21309,2015-06-07 21:00:00,59.94,59.94,59.94,11.1
21310,2015-06-07 22:00:00,61.95,61.95,61.95,10.92
21311,2015-06-07 23:00:00,54.87,52.49,53.63,9.55
21312,2015-06-08 00:00:00,30.24,30.24,30.24,6.18
21313,2015-06-08 01:00:00,27.95,27.95,27.95,5.23
21314,2015-06-08 02:00:00,25.14,25.14,25.14,4.85
21315,2015-06-08 03:00:00,23.21,23.21,23.21,4.64
21316,2015-06-08 04:00:00,23.02,23.02,23.02,4.63
21317,2015-06-08 05:00:00,25.46,25.46,25.46,5.25
21318,2015-06-08 06:00:00,31.32,31.32,31.32,7.79
21319,2015-06-08 07:00:00,39.94,39.94,39.94,9.76
21320,2015-06-08 08:00:00,42.72,42.72,42.72,10.67
21321,2015-06-08 09:00:00,43.27,38.42,40.22,11.45
21322,2015-06-08 10:00:00,43.71,36.91,39.24,11.48
21323,2015-06-08 11:00:00,45.4,34.58,38.28,11.19
21324,2015-06-08 12:00:00,53.9,30.49,38.49,10.88
21325,2015-06-08 13:00:00,52.89,29.02,37.23,10.52
21326,2015-06-08 14:00:00,46.27,28.74,34.78,10.34
21327,2015-06-08 15:00:00,45.13,28.78,35.31,9.96
21328,2015-06-08 16:00:00,46.98,30.93,36.47,9.82
21329,2015-06-08 17:00:00,39.66,38.93,39.35,9.83
21330,2015-06-08 18:00:00,43.03,43.03,43.03,9.82
21331,2015-06-08 19:00:00,48.92,48.92,48.92,9.64
21332,2015-06-08 20:00:00,45.18,45.18,45.18,9.13
21333,2015-06-08 21:00:00,44.93,44.93,44.93,9.04
21334,2015-06-08 22:00:00,42.87,42.87,42.87,8.53
21335,2015-06-08 23:00:00,42.75,35.95,38.43,6.91
21336,2015-06-09 00:00:00,55.91,0.07,22.82,10.22
21337,2015-06-09 01:00:00,43.1,0.0,17.45,4.63
21338,2015-06-09 02:00:00,38.79,-0.09,15.68,4.01
21339,2015-06-09 03:00:00,28.48,-0.09,11.49,3.76
21340,2015-06-09 04:00:00,22.33,-1.87,8.01,3.68
21341,2015-06-09 05:00:00,24.99,-2.19,8.86,3.38
21342,2015-06-09 06:00:00,27.66,-2.33,9.84,3.62
21343,2015-06-09 07:00:00,22.97,-0.07,9.22,5.77
21344,2015-06-09 08:00:00,24.82,3.74,12.2,10.38
21345,2015-06-09 09:00:00,29.99,3.2,13.96,12.1
21346,2015-06-09 10:00:00,39.99,-0.81,15.56,12.15
21347,2015-06-09 11:00:00,49.69,-1.75,18.87,12.89
21348,2015-06-09 12:00:00,62.8,-11.05,18.71,12.12
21349,2015-06-09 13:00:00,62.91,-19.99,13.3,11.86
21350,2015-06-09 14:00:00,54.83,-29.93,4.17,11.65
21351,2015-06-09 15:00:00,46.84,-24.41,4.26,11.94
21352,2015-06-09 16:00:00,35.9,-14.34,5.81,13.37
21353,2015-06-09 17:00:00,29.29,5.24,14.91,14.82
21354,2015-06-09 18:00:00,37.12,15.97,24.49,16.2
21355,2015-06-09 19:00:00,62.8,23.9,28.03,17.55
21356,2015-06-09 20:00:00,47.35,28.99,36.45,18.19
21357,2015-06-09 21:00:00,49.42,25.01,34.94,17.99
21358,2015-06-09 22:00:00,58.49,21.29,36.45,17.01
21359,2015-06-09 23:00:00,54.0,17.86,32.72,15.92
21360,2015-06-10 00:00:00,36.21,25.05,33.17,12.32
21361,2015-06-10 01:00:00,33.22,26.16,29.1,11.5
21362,2015-06-10 02:00:00,31.89,23.87,27.21,11.18
21363,2015-06-10 03:00:00,26.31,23.06,24.4,11.17
21364,2015-06-10 04:00:00,23.66,23.66,23.66,11.68
21365,2015-06-10 05:00:00,26.4,26.4,26.4,12.79
21366,2015-06-10 06:00:00,35.29,35.29,35.29,13.76
21367,2015-06-10 07:00:00,45.81,45.81,45.81,16.29
21368,2015-06-10 08:00:00,48.08,48.08,48.08,16.72
21369,2015-06-10 09:00:00,54.49,46.87,50.1,16.41
21370,2015-06-10 10:00:00,53.79,47.21,49.59,15.95
21371,2015-06-10 11:00:00,49.22,46.95,48.04,15.12
21372,2015-06-10 12:00:00,50.72,45.69,48.04,14.87
21373,2015-06-10 13:00:00,46.12,46.12,46.12,14.58
21374,2015-06-10 14:00:00,45.19,43.92,44.5,14.27
21375,2015-06-10 15:00:00,43.21,41.27,42.2,14.16
21376,2015-06-10 16:00:00,40.0,40.0,40.0,14.02
21377,2015-06-10 17:00:00,40.55,40.55,40.55,14.45
21378,2015-06-10 18:00:00,43.4,41.91,42.26,14.93
21379,2015-06-10 19:00:00,51.04,45.87,48.08,15.3
21380,2015-06-10 20:00:00,56.31,39.91,46.82,14.15
21381,2015-06-10 21:00:00,43.4,32.18,37.09,13.56
21382,2015-06-10 22:00:00,43.4,30.05,38.51,12.79
21383,2015-06-10 23:00:00,40.13,27.56,38.78,10.16
21384,2015-06-11 00:00:00,29.12,29.12,29.12,23.33
21385,2015-06-11 01:00:00,34.09,28.21,34.87,22.94
21386,2015-06-11 02:00:00,33.62,26.99,34.37,22.73
21387,2015-06-11 03:00:00,27.11,27.11,27.11,22.95
21388,2015-06-11 04:00:00,26.76,26.76,26.76,23.77
21389,2015-06-11 05:00:00,33.47,29.98,33.68,24.67
21390,2015-06-11 06:00:00,41.66,36.66,41.84,26.03
21391,2015-06-11 07:00:00,46.9,44.77,46.99,27.88
21392,2015-06-11 08:00:00,46.5,45.04,46.64,28.51
21393,2015-06-11 09:00:00,43.88,43.88,43.88,27.57
21394,2015-06-11 10:00:00,44.76,44.76,44.76,27.81
21395,2015-06-11 11:00:00,44.49,44.49,44.49,27.52
21396,2015-06-11 12:00:00,44.8,41.66,44.19,26.94
21397,2015-06-11 13:00:00,38.45,38.45,38.45,26.66
21398,2015-06-11 14:00:00,37.08,37.08,37.08,26.12
21399,2015-06-11 15:00:00,37.67,37.67,37.67,26.23
21400,2015-06-11 16:00:00,40.01,40.01,40.01,27.01
21401,2015-06-11 17:00:00,45.28,45.28,45.28,28.01
21402,2015-06-11 18:00:00,47.42,47.42,47.42,27.88
21403,2015-06-11 19:00:00,42.87,42.87,42.87,26.0
21404,2015-06-11 20:00:00,40.66,34.38,40.66,25.02
21405,2015-06-11 21:00:00,38.06,31.61,36.74,24.68
21406,2015-06-11 22:00:00,40.72,31.38,40.32,24.18
21407,2015-06-11 23:00:00,42.4,24.44,42.14,23.33
21408,2015-06-12 00:00:00,48.92,14.95,40.55,10.47
21409,2015-06-12 01:00:00,40.36,9.96,44.04,8.05
21410,2015-06-12 02:00:00,22.92,10.64,24.62,5.53
21411,2015-06-12 03:00:00,13.64,10.62,14.07,4.62
21412,2015-06-12 04:00:00,11.61,10.63,11.38,4.93
21413,2015-06-12 05:00:00,10.86,6.87,10.11,7.28
21414,2015-06-12 06:00:00,18.94,4.47,16.69,6.52
21415,2015-06-12 07:00:00,21.83,9.25,17.83,11.5
21416,2015-06-12 08:00:00,26.1,12.02,21.72,13.22
21417,2015-06-12 09:00:00,38.77,12.09,32.6,13.41
21418,2015-06-12 10:00:00,41.59,12.82,34.9,14.02
21419,2015-06-12 11:00:00,43.51,13.19,37.38,14.44
21420,2015-06-12 12:00:00,49.12,12.66,46.24,14.25
21421,2015-06-12 13:00:00,45.98,11.95,37.79,14.42
21422,2015-06-12 14:00:00,28.16,14.05,23.87,15.03
21423,2015-06-12 15:00:00,29.47,16.42,28.16,17.26
21424,2015-06-12 16:00:00,32.46,24.09,31.56,17.99
21425,2015-06-12 17:00:00,46.91,31.64,45.9,18.36
21426,2015-06-12 18:00:00,51.67,28.79,53.36,17.94
21427,2015-06-12 19:00:00,49.5,30.05,50.74,17.38
21428,2015-06-12 20:00:00,42.38,29.16,37.19,16.32
21429,2015-06-12 21:00:00,38.98,28.72,34.98,15.84
21430,2015-06-12 22:00:00,36.18,34.76,35.62,14.64
21431,2015-06-12 23:00:00,33.93,31.57,33.93,13.25
21432,2015-06-13 00:00:00,27.3,27.3,27.3,8.54
21433,2015-06-13 01:00:00,26.59,26.59,26.59,6.81
21434,2015-06-13 02:00:00,25.09,25.09,25.09,5.79
21435,2015-06-13 03:00:00,23.52,23.52,23.52,5.27
21436,2015-06-13 04:00:00,23.08,23.08,23.08,4.99
21437,2015-06-13 05:00:00,23.58,23.58,23.58,5.6
21438,2015-06-13 06:00:00,20.47,24.92,19.45,7.47
21439,2015-06-13 07:00:00,28.38,24.9,20.93,9.52
21440,2015-06-13 08:00:00,27.97,27.97,27.97,11.49
21441,2015-06-13 09:00:00,30.61,30.61,30.61,12.73
21442,2015-06-13 10:00:00,29.63,29.63,29.63,13.23
21443,2015-06-13 11:00:00,29.49,29.49,29.49,13.16
21444,2015-06-13 12:00:00,29.34,28.24,28.84,12.67
21445,2015-06-13 13:00:00,26.08,26.08,26.08,11.96
21446,2015-06-13 14:00:00,23.5,23.5,23.5,11.39
21447,2015-06-13 15:00:00,21.99,21.99,21.99,11.03
21448,2015-06-13 16:00:00,21.82,21.82,21.82,11.1
21449,2015-06-13 17:00:00,23.33,23.33,23.33,11.7
21450,2015-06-13 18:00:00,27.59,27.59,27.59,11.74
21451,2015-06-13 19:00:00,29.63,29.63,29.63,11.19
21452,2015-06-13 20:00:00,29.73,29.73,29.73,11.02
21453,2015-06-13 21:00:00,29.05,29.05,29.05,10.66
21454,2015-06-13 22:00:00,31.43,31.43,31.43,10.63
21455,2015-06-13 23:00:00,27.07,27.07,27.07,8.87
21456,2015-06-14 00:00:00,21.82,19.08,20.15,8.51
21457,2015-06-14 01:00:00,26.34,13.55,18.47,7.46
21458,2015-06-14 02:00:00,22.83,15.77,18.48,6.38
21459,2015-06-14 03:00:00,15.76,14.86,15.21,5.45
21460,2015-06-14 04:00:00,13.38,13.38,13.38,4.78
21461,2015-06-14 05:00:00,10.24,10.24,10.24,4.71
21462,2015-06-14 06:00:00,10.24,10.24,10.24,5.68
21463,2015-06-14 07:00:00,14.53,14.53,14.53,7.0
21464,2015-06-14 08:00:00,15.66,15.66,15.66,8.53
21465,2015-06-14 09:00:00,16.64,16.64,16.64,9.81
21466,2015-06-14 10:00:00,21.2,16.74,19.23,10.91
21467,2015-06-14 11:00:00,24.88,17.61,20.44,10.91
21468,2015-06-14 12:00:00,25.54,15.09,20.87,9.89
21469,2015-06-14 13:00:00,21.91,17.03,19.97,8.92
21470,2015-06-14 14:00:00,17.71,15.74,16.93,8.46
21471,2015-06-14 15:00:00,13.93,13.93,13.93,8.02
21472,2015-06-14 16:00:00,14.59,14.59,14.59,7.46
21473,2015-06-14 17:00:00,18.02,18.02,18.02,8.26
21474,2015-06-14 18:00:00,24.85,24.85,24.85,9.13
21475,2015-06-14 19:00:00,27.06,27.06,27.06,8.97
21476,2015-06-14 20:00:00,32.06,29.93,27.31,8.69
21477,2015-06-14 21:00:00,32.23,30.21,27.73,8.7
21478,2015-06-14 22:00:00,31.97,31.97,31.97,8.58
21479,2015-06-14 23:00:00,27.04,27.04,27.04,7.12
21480,2015-06-15 00:00:00,22.87,22.87,22.87,6.1
21481,2015-06-15 01:00:00,20.01,20.01,20.01,4.6
21482,2015-06-15 02:00:00,17.34,17.34,17.34,4.23
21483,2015-06-15 03:00:00,16.35,16.35,16.35,4.12
21484,2015-06-15 04:00:00,16.0,16.0,16.0,4.42
21485,2015-06-15 05:00:00,18.55,18.55,18.55,7.9
21486,2015-06-15 06:00:00,29.78,29.78,29.78,12.63
21487,2015-06-15 07:00:00,37.64,37.64,37.64,14.66
21488,2015-06-15 08:00:00,40.34,40.34,40.34,19.3
21489,2015-06-15 09:00:00,45.84,40.1,42.48,19.93
21490,2015-06-15 10:00:00,57.99,38.99,46.83,20.42
21491,2015-06-15 11:00:00,62.32,38.4,48.25,19.38
21492,2015-06-15 12:00:00,47.44,39.9,42.99,16.84
21493,2015-06-15 13:00:00,50.49,38.85,44.44,16.16
21494,2015-06-15 14:00:00,59.82,34.0,46.63,15.42
21495,2015-06-15 15:00:00,61.13,30.38,45.1,14.53
21496,2015-06-15 16:00:00,54.41,31.01,40.69,13.67
21497,2015-06-15 17:00:00,42.62,36.09,40.0,13.6
21498,2015-06-15 18:00:00,40.54,40.54,40.54,13.39
21499,2015-06-15 19:00:00,40.54,40.54,40.54,13.15
21500,2015-06-15 20:00:00,37.05,37.05,37.05,13.06
21501,2015-06-15 21:00:00,35.76,35.2,34.34,13.14
21502,2015-06-15 22:00:00,37.39,36.86,37.08,12.81
21503,2015-06-15 23:00:00,37.68,28.89,32.57,11.4
21504,2015-06-16 00:00:00,31.67,27.64,27.38,11.0
21505,2015-06-16 01:00:00,39.0,26.02,25.17,9.24
21506,2015-06-16 02:00:00,49.8,25.22,23.6,8.13
21507,2015-06-16 03:00:00,44.99,24.42,23.14,7.68
21508,2015-06-16 04:00:00,50.76,25.03,23.42,7.94
21509,2015-06-16 05:00:00,54.99,26.04,24.19,10.64
21510,2015-06-16 06:00:00,40.2,35.65,35.37,13.84
21511,2015-06-16 07:00:00,48.15,48.15,48.15,21.41
21512,2015-06-16 08:00:00,50.97,50.97,50.97,21.79
21513,2015-06-16 09:00:00,46.66,46.66,46.66,21.14
21514,2015-06-16 10:00:00,49.03,46.77,48.15,20.43
21515,2015-06-16 11:00:00,49.7,49.7,49.7,18.38
21516,2015-06-16 12:00:00,52.59,42.73,51.36,16.68
21517,2015-06-16 13:00:00,57.57,40.67,51.01,16.38
21518,2015-06-16 14:00:00,53.3,39.49,47.94,15.4
21519,2015-06-16 15:00:00,46.98,36.94,43.08,14.5
21520,2015-06-16 16:00:00,42.27,36.41,40.0,14.22
21521,2015-06-16 17:00:00,40.0,38.18,39.27,13.98
21522,2015-06-16 18:00:00,40.02,40.02,40.02,13.97
21523,2015-06-16 19:00:00,44.0,44.0,44.0,14.5
21524,2015-06-16 20:00:00,40.6,40.6,40.6,14.34
21525,2015-06-16 21:00:00,42.0,38.94,38.81,13.98
21526,2015-06-16 22:00:00,40.2,38.92,39.45,14.06
21527,2015-06-16 23:00:00,37.14,30.02,33.04,13.18
21528,2015-06-17 00:00:00,60.0,26.2,24.69,10.96
21529,2015-06-17 01:00:00,59.99,24.92,23.45,9.88
21530,2015-06-17 02:00:00,42.44,24.57,23.8,8.88
21531,2015-06-17 03:00:00,55.44,22.56,21.06,8.42
21532,2015-06-17 04:00:00,33.86,24.09,19.63,8.3
21533,2015-06-17 05:00:00,59.85,24.91,23.34,10.38
21534,2015-06-17 06:00:00,37.27,30.96,23.21,13.59
21535,2015-06-17 07:00:00,60.0,41.3,28.61,22.15
21536,2015-06-17 08:00:00,50.87,43.21,36.05,24.39
21537,2015-06-17 09:00:00,50.87,38.65,37.65,23.91
21538,2015-06-17 10:00:00,42.81,30.43,35.68,23.32
21539,2015-06-17 11:00:00,43.23,30.92,38.16,21.06
21540,2015-06-17 12:00:00,42.47,29.21,37.02,17.54
21541,2015-06-17 13:00:00,36.27,28.45,33.05,15.47
21542,2015-06-17 14:00:00,35.72,27.09,32.18,14.61
21543,2015-06-17 15:00:00,39.42,26.92,34.32,14.04
21544,2015-06-17 16:00:00,37.7,27.72,33.62,13.67
21545,2015-06-17 17:00:00,40.38,31.96,37.06,13.17
21546,2015-06-17 18:00:00,36.6,36.6,36.6,13.02
21547,2015-06-17 19:00:00,38.13,38.13,38.13,12.86
21548,2015-06-17 20:00:00,39.94,39.73,39.46,12.56
21549,2015-06-17 21:00:00,45.65,39.26,31.01,12.11
21550,2015-06-17 22:00:00,36.61,36.46,36.52,11.47
21551,2015-06-17 23:00:00,32.74,28.41,30.18,9.79
21552,2015-06-18 00:00:00,28.88,28.88,28.88,9.29
21553,2015-06-18 01:00:00,26.06,26.06,26.06,7.21
21554,2015-06-18 02:00:00,24.57,24.57,24.57,5.99
21555,2015-06-18 03:00:00,24.51,22.91,20.38,5.26
21556,2015-06-18 04:00:00,26.61,22.95,17.18,5.33
21557,2015-06-18 05:00:00,30.54,24.92,23.94,7.25
21558,2015-06-18 06:00:00,33.0,32.76,32.37,11.72
21559,2015-06-18 07:00:00,45.4,39.86,39.41,13.77
21560,2015-06-18 08:00:00,45.0,40.64,42.36,17.07
21561,2015-06-18 09:00:00,45.68,40.01,43.31,15.92
21562,2015-06-18 10:00:00,54.82,36.46,49.91,14.98
21563,2015-06-18 11:00:00,52.15,38.96,48.19,13.87
21564,2015-06-18 12:00:00,45.41,35.68,42.69,12.94
21565,2015-06-18 13:00:00,48.48,38.31,42.99,12.73
21566,2015-06-18 14:00:00,49.87,37.42,44.11,12.39
21567,2015-06-18 15:00:00,47.83,32.98,39.25,12.12
21568,2015-06-18 16:00:00,47.95,31.92,38.51,11.75
21569,2015-06-18 17:00:00,53.25,29.53,46.55,11.96
21570,2015-06-18 18:00:00,50.45,32.34,45.29,11.88
21571,2015-06-18 19:00:00,43.91,35.22,41.43,11.62
21572,2015-06-18 20:00:00,53.56,35.09,34.91,11.18
21573,2015-06-18 21:00:00,39.99,34.19,33.88,10.74
21574,2015-06-18 22:00:00,50.25,32.58,42.68,10.25
21575,2015-06-18 23:00:00,53.27,27.56,37.27,9.16
21576,2015-06-19 00:00:00,31.44,27.91,29.37,8.17
21577,2015-06-19 01:00:00,26.79,26.79,26.79,6.39
21578,2015-06-19 02:00:00,26.58,24.77,25.51,4.89
21579,2015-06-19 03:00:00,25.85,23.95,24.73,4.44
21580,2015-06-19 04:00:00,24.24,23.72,23.7,4.24
21581,2015-06-19 05:00:00,26.02,26.02,26.02,4.66
21582,2015-06-19 06:00:00,31.99,31.99,31.99,10.19
21583,2015-06-19 07:00:00,40.0,37.88,37.73,12.01
21584,2015-06-19 08:00:00,41.8,41.8,41.8,12.7
21585,2015-06-19 09:00:00,44.61,40.71,42.33,12.99
21586,2015-06-19 10:00:00,52.56,36.01,42.9,13.58
21587,2015-06-19 11:00:00,66.08,34.33,46.58,13.21
21588,2015-06-19 12:00:00,62.6,33.29,44.59,12.98
21589,2015-06-19 13:00:00,44.88,34.99,40.76,12.73
21590,2015-06-19 14:00:00,46.37,30.46,40.14,12.5
21591,2015-06-19 15:00:00,42.62,29.44,37.41,12.15
21592,2015-06-19 16:00:00,36.93,29.88,33.97,12.04
21593,2015-06-19 17:00:00,41.48,30.68,36.84,12.1
21594,2015-06-19 18:00:00,41.05,35.07,38.46,12.09
21595,2015-06-19 19:00:00,40.62,37.47,39.26,11.81
21596,2015-06-19 20:00:00,37.08,36.81,36.91,11.52
21597,2015-06-19 21:00:00,35.51,35.51,35.51,11.84
21598,2015-06-19 22:00:00,39.02,38.03,38.43,11.97
21599,2015-06-19 23:00:00,57.94,30.01,40.65,11.67
21600,2015-06-20 00:00:00,39.94,33.22,35.79,9.61
21601,2015-06-20 01:00:00,27.05,27.05,27.05,8.84
21602,2015-06-20 02:00:00,42.72,25.97,23.57,8.18
21603,2015-06-20 03:00:00,39.99,24.88,22.69,7.19
21604,2015-06-20 04:00:00,38.51,24.72,22.7,5.84
21605,2015-06-20 05:00:00,24.92,22.44,22.08,5.82
21606,2015-06-20 06:00:00,40.0,24.69,22.46,8.11
21607,2015-06-20 07:00:00,57.5,26.48,23.1,8.92
21608,2015-06-20 08:00:00,57.5,30.86,26.35,9.75
21609,2015-06-20 09:00:00,63.2,32.83,29.51,10.4
21610,2015-06-20 10:00:00,65.52,32.11,28.45,10.97
21611,2015-06-20 11:00:00,61.78,30.94,29.25,10.98
21612,2015-06-20 12:00:00,57.5,28.71,27.94,10.44
21613,2015-06-20 13:00:00,57.5,24.64,23.89,10.05
21614,2015-06-20 14:00:00,50.24,20.09,23.54,9.62
21615,2015-06-20 15:00:00,46.6,21.9,20.8,9.46
21616,2015-06-20 16:00:00,43.14,22.02,21.08,9.48
21617,2015-06-20 17:00:00,51.8,24.73,23.49,9.9
21618,2015-06-20 18:00:00,57.5,30.23,27.27,10.22
21619,2015-06-20 19:00:00,57.5,33.74,31.13,10.09
21620,2015-06-20 20:00:00,57.5,33.67,31.05,9.79
21621,2015-06-20 21:00:00,57.5,34.05,31.48,10.02
21622,2015-06-20 22:00:00,55.0,36.17,35.3,10.08
21623,2015-06-20 23:00:00,55.0,27.73,36.43,9.71
21624,2015-06-21 00:00:00,28.2,25.97,26.9,9.8
21625,2015-06-21 01:00:00,22.65,22.65,22.65,9.52
21626,2015-06-21 02:00:00,20.02,20.02,20.02,9.17
21627,2015-06-21 03:00:00,18.15,18.15,18.15,8.76
21628,2015-06-21 04:00:00,22.56,18.96,14.77,8.4
21629,2015-06-21 05:00:00,24.1,15.84,6.24,8.6
