age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
34.0,4,179877.0,15,10.0,2,5,0,4,1,0.0,0.0,40.0,11,1
71.0,0,161027.0,4,3.0,2,0,0,4,1,0.0,0.0,40.0,18,1
31.0,7,188900.0,7,12.0,4,3,1,4,1,0.0,0.0,65.0,39,1
32.0,2,222900.0,11,9.0,2,14,5,4,0,7298.0,0.0,40.0,39,0
26.0,4,202203.0,11,9.0,4,1,1,4,0,0.0,0.0,50.0,39,1
60.0,4,39352.0,5,4.0,2,14,0,4,1,0.0,0.0,40.0,39,1
61.0,0,101602.0,9,13.0,4,0,1,4,0,0.0,0.0,45.0,39,1
23.0,1,215115.0,15,10.0,4,1,3,4,0,0.0,0.0,25.0,39,1
36.0,4,305319.0,9,13.0,2,4,0,4,1,0.0,0.0,50.0,39,1
37.0,4,81965.0,15,10.0,2,8,0,4,1,0.0,0.0,40.0,39,1
31.0,4,178623.0,15,10.0,0,8,1,4,0,0.0,0.0,36.0,39,1
29.0,4,250967.0,8,11.0,2,7,0,4,1,0.0,0.0,40.0,4,1
37.0,4,34146.0,11,9.0,4,12,4,4,1,0.0,0.0,40.0,39,1
55.0,4,50164.0,15,10.0,2,12,0,4,1,7298.0,0.0,45.0,39,0
27.0,4,131310.0,7,12.0,0,4,1,4,0,0.0,0.0,3.0,39,1
41.0,4,118921.0,9,13.0,2,4,0,4,1,0.0,0.0,40.0,39,1
65.0,2,205024.0,11,9.0,6,14,4,4,0,0.0,0.0,40.0,39,1
30.0,7,35683.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,39,0
60.0,6,197060.0,15,10.0,2,12,0,4,1,0.0,0.0,60.0,39,1
21.0,4,189888.0,1,7.0,4,6,3,4,1,0.0,0.0,40.0,39,1
61.0,6,201965.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,39,0
31.0,4,242616.0,11,9.0,0,8,1,4,0,0.0,0.0,30.0,39,1
18.0,0,387871.0,0,6.0,4,0,3,4,1,0.0,0.0,30.0,39,1
40.0,4,88368.0,15,10.0,4,12,1,4,1,0.0,0.0,50.0,39,1
29.0,4,52199.0,11,9.0,2,12,5,4,0,4386.0,0.0,40.0,39,1
52.0,4,172962.0,15,10.0,4,7,3,4,1,0.0,0.0,40.0,39,1
36.0,4,175232.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
19.0,4,182590.0,15,10.0,4,1,1,4,0,0.0,0.0,40.0,39,1
21.0,4,344492.0,15,10.0,4,12,3,4,0,0.0,0.0,20.0,39,1
42.0,7,192397.0,11,9.0,2,7,0,1,1,0.0,0.0,40.0,30,1
23.0,4,111450.0,15,10.0,4,1,3,2,1,0.0,0.0,30.0,39,1
20.0,0,38455.0,11,9.0,4,0,1,4,0,0.0,0.0,32.0,39,1
32.0,4,318647.0,15,10.0,2,10,0,4,1,7688.0,0.0,40.0,39,0
45.0,7,183710.0,15,10.0,4,1,1,4,0,0.0,0.0,60.0,39,1
61.0,4,219701.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,39,0
53.0,6,67198.0,7,12.0,2,1,0,4,1,0.0,0.0,39.0,39,1
25.0,4,184303.0,11,9.0,4,1,1,4,1,0.0,0.0,40.0,39,1
44.0,7,342510.0,11,9.0,2,10,0,4,1,0.0,0.0,40.0,39,1
26.0,4,276967.0,11,9.0,2,12,0,4,1,3908.0,0.0,40.0,39,0
59.0,4,151977.0,15,10.0,5,4,1,2,1,0.0,0.0,40.0,39,1
47.0,6,185673.0,11,9.0,2,5,0,4,1,3103.0,0.0,98.0,39,0
23.0,4,220874.0,9,13.0,4,10,3,4,0,0.0,0.0,38.0,39,1
52.0,4,158746.0,11,9.0,4,8,1,2,1,0.0,0.0,40.0,39,1
31.0,4,264864.0,11,9.0,2,7,5,4,0,0.0,0.0,55.0,39,1
48.0,6,243631.0,11,9.0,2,3,0,4,1,0.0,0.0,30.0,29,1
38.0,4,179671.0,9,13.0,2,4,0,1,1,0.0,0.0,40.0,39,1
65.0,0,123484.0,1,7.0,0,0,1,4,0,0.0,0.0,20.0,39,1
24.0,4,182812.0,15,10.0,4,4,1,4,1,0.0,0.0,50.0,20,1
27.0,4,200928.0,0,6.0,0,14,4,4,1,0.0,0.0,40.0,39,1
41.0,4,231507.0,11,9.0,2,1,0,3,1,0.0,0.0,40.0,39,1
70.0,4,174032.0,1,7.0,2,7,0,4,1,0.0,0.0,40.0,39,1
62.0,4,194167.0,15,10.0,0,13,1,4,1,0.0,0.0,20.0,39,1
48.0,4,157092.0,8,11.0,2,3,0,4,1,0.0,0.0,40.0,39,1
64.0,4,298546.0,11,9.0,6,10,2,4,0,0.0,1719.0,3.0,39,1
41.0,4,166813.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,39,1
43.0,4,74581.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,39,0
49.0,6,232664.0,11,9.0,0,4,1,4,0,0.0,0.0,28.0,39,1
47.0,4,347025.0,12,14.0,5,13,4,1,0,0.0,0.0,40.0,19,1
29.0,4,112031.0,11,9.0,2,1,3,4,0,0.0,0.0,40.0,39,1
32.0,4,158002.0,11,9.0,0,14,3,4,1,0.0,0.0,40.0,39,1
50.0,2,163998.0,9,13.0,2,10,5,4,0,0.0,0.0,24.0,39,0
32.0,4,117779.0,11,9.0,4,5,1,4,1,4787.0,0.0,40.0,5,0
36.0,4,225330.0,11,9.0,0,10,1,4,0,0.0,0.0,35.0,39,1
53.0,5,135643.0,9,13.0,2,1,5,1,0,0.0,0.0,40.0,35,1
34.0,4,275438.0,11,9.0,0,4,4,4,0,2977.0,0.0,50.0,39,1
23.0,4,308205.0,8,11.0,4,13,3,4,0,0.0,0.0,40.0,39,1
45.0,4,102076.0,8,11.0,2,3,0,4,1,0.0,0.0,40.0,11,1
48.0,4,189123.0,15,10.0,2,3,0,4,1,7688.0,0.0,40.0,39,0
43.0,4,184378.0,9,13.0,2,10,0,4,1,0.0,0.0,35.0,39,1
61.0,6,227119.0,7,12.0,2,12,0,4,1,0.0,0.0,40.0,39,0
30.0,4,53285.0,9,13.0,4,10,1,4,0,0.0,2339.0,60.0,28,1
22.0,4,222993.0,11,9.0,4,7,3,4,1,0.0,0.0,40.0,39,1
32.0,7,71151.0,9,13.0,0,13,1,4,0,0.0,0.0,40.0,39,1
67.0,4,160456.0,11,9.0,6,12,4,4,0,0.0,0.0,20.0,39,1
43.0,4,238287.0,15,10.0,0,1,4,4,0,0.0,0.0,40.0,39,1
59.0,4,145574.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,39,1
33.0,4,227282.0,7,12.0,2,4,0,2,1,0.0,0.0,50.0,19,0
29.0,4,125131.0,7,12.0,4,13,3,4,1,0.0,0.0,40.0,39,1
60.0,0,204486.0,9,13.0,2,0,0,4,1,0.0,0.0,32.0,39,1
35.0,4,180131.0,15,10.0,2,3,0,4,1,0.0,0.0,50.0,39,1
33.0,4,118710.0,11,9.0,0,1,4,4,0,0.0,0.0,40.0,39,1
34.0,6,100079.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,39,1
24.0,4,176389.0,9,13.0,4,8,1,4,1,0.0,0.0,40.0,39,1
28.0,4,100829.0,1,7.0,4,3,1,4,1,0.0,0.0,45.0,39,1
22.0,0,184756.0,15,10.0,4,0,3,4,1,0.0,0.0,65.0,39,1
29.0,6,104423.0,6,5.0,6,5,4,4,0,0.0,2238.0,40.0,39,1
20.0,0,66695.0,15,10.0,4,0,3,4,0,0.0,0.0,40.0,39,1
31.0,4,48588.0,15,10.0,2,3,0,4,1,0.0,0.0,70.0,39,1
27.0,4,146687.0,15,10.0,4,8,1,4,1,0.0,0.0,40.0,39,1
57.0,4,167483.0,9,13.0,2,4,0,4,1,0.0,0.0,40.0,0,0
53.0,7,43952.0,11,9.0,2,14,0,4,1,0.0,0.0,38.0,39,0
33.0,4,40681.0,11,9.0,5,8,4,4,0,0.0,0.0,47.0,39,1
18.0,4,245199.0,11,9.0,4,6,3,4,1,0.0,0.0,20.0,39,1
19.0,4,39623.0,15,10.0,4,6,3,4,1,0.0,0.0,20.0,39,1
40.0,4,222011.0,12,14.0,4,8,1,4,1,0.0,0.0,45.0,39,0
49.0,4,128132.0,9,13.0,2,10,5,4,0,0.0,2415.0,3.0,39,0
62.0,0,191188.0,11,9.0,2,0,0,4,1,2961.0,0.0,30.0,39,1
36.0,2,113337.0,9,13.0,0,10,4,4,0,0.0,0.0,60.0,39,1
55.0,7,294395.0,15,10.0,0,14,1,4,1,0.0,0.0,40.0,39,1
65.0,0,115513.0,11,9.0,2,0,0,4,1,0.0,0.0,40.0,39,1
36.0,0,187167.0,11,9.0,2,0,0,4,1,2407.0,0.0,60.0,6,1
23.0,4,24395.0,2,8.0,4,6,3,2,1,0.0,0.0,40.0,39,1
23.0,4,143003.0,12,14.0,2,10,0,1,1,0.0,1887.0,35.0,3,0
20.0,4,143604.0,15,10.0,4,12,2,3,1,1055.0,0.0,65.0,39,1
55.0,4,109075.0,9,13.0,2,12,0,4,1,0.0,0.0,40.0,39,1
57.0,4,224174.0,8,11.0,0,10,1,4,1,0.0,0.0,36.0,39,0
62.0,4,170984.0,15,10.0,2,3,0,2,1,0.0,0.0,45.0,39,0
58.0,2,303176.0,11,9.0,2,14,0,4,1,0.0,0.0,40.0,39,1
58.0,4,66788.0,11,9.0,2,4,0,4,1,0.0,0.0,45.0,39,1
55.0,4,107308.0,11,9.0,0,14,1,4,1,0.0,0.0,48.0,39,1
18.0,4,266681.0,11,9.0,4,12,3,4,0,0.0,0.0,40.0,39,1
42.0,4,99651.0,7,12.0,2,12,0,4,1,0.0,0.0,45.0,39,0
36.0,4,77820.0,9,13.0,0,1,4,4,0,0.0,0.0,40.0,39,1
71.0,4,124959.0,12,14.0,2,4,0,4,1,99999.0,0.0,40.0,39,0
23.0,4,49296.0,11,9.0,0,3,1,4,1,0.0,0.0,60.0,39,1
23.0,1,102684.0,15,10.0,4,4,1,4,0,0.0,0.0,40.0,39,1
51.0,2,123011.0,14,15.0,4,10,3,4,1,0.0,0.0,40.0,39,1
41.0,4,75171.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,0
26.0,6,213258.0,4,3.0,4,10,3,4,1,0.0,0.0,30.0,26,1
18.0,4,105854.0,1,7.0,4,12,3,2,0,0.0,0.0,20.0,39,1
49.0,4,90579.0,15,10.0,5,1,2,2,1,0.0,0.0,40.0,39,1
18.0,4,151150.0,0,6.0,4,12,3,4,0,0.0,0.0,8.0,39,1
36.0,4,178487.0,11,9.0,4,8,4,4,0,0.0,0.0,35.0,33,1
32.0,4,193231.0,11,9.0,4,14,3,4,0,0.0,0.0,40.0,39,1
28.0,4,66414.0,8,11.0,4,8,1,4,1,0.0,0.0,24.0,39,1
34.0,4,34862.0,11,9.0,0,7,1,4,1,0.0,0.0,40.0,39,1
28.0,0,222005.0,11,9.0,5,0,4,4,0,0.0,0.0,16.0,33,1
40.0,4,191544.0,8,11.0,0,1,3,4,0,0.0,0.0,40.0,39,1
21.0,4,118023.0,15,10.0,4,12,4,4,0,0.0,0.0,49.0,2,1
25.0,4,198318.0,9,13.0,4,4,1,4,0,0.0,0.0,40.0,39,1
25.0,4,39640.0,15,10.0,4,8,1,4,1,0.0,0.0,30.0,39,1
59.0,4,200700.0,9,13.0,2,3,0,4,1,0.0,0.0,60.0,39,0
34.0,4,208353.0,8,11.0,2,10,0,4,1,4386.0,0.0,45.0,39,1
26.0,4,456618.0,11,9.0,2,8,5,4,0,0.0,0.0,40.0,39,1
35.0,6,90406.0,15,10.0,5,10,4,4,0,0.0,0.0,50.0,39,1
32.0,7,217251.0,15,10.0,4,10,3,2,1,0.0,0.0,42.0,39,1
20.0,4,219835.0,15,10.0,4,8,3,4,1,0.0,0.0,40.0,39,1
28.0,0,45613.0,11,9.0,4,0,3,4,0,0.0,0.0,40.0,39,1
31.0,4,131568.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
25.0,4,211497.0,15,10.0,4,1,4,2,0,0.0,0.0,40.0,39,1
19.0,4,186717.0,11,9.0,4,8,1,4,0,0.0,0.0,37.0,39,1
50.0,1,111700.0,9,13.0,2,10,0,4,1,0.0,0.0,40.0,39,1
49.0,4,232586.0,1,7.0,0,7,4,2,0,5455.0,0.0,40.0,39,1
18.0,4,156056.0,2,8.0,4,8,3,4,0,0.0,0.0,20.0,39,1
38.0,4,170020.0,15,10.0,4,1,1,4,0,0.0,0.0,39.0,39,1
63.0,4,86108.0,15,10.0,2,4,5,4,0,0.0,0.0,20.0,39,0
59.0,6,185410.0,12,14.0,2,4,0,4,1,0.0,0.0,40.0,39,0
44.0,7,296326.0,8,11.0,2,8,0,4,1,0.0,0.0,30.0,39,0
36.0,4,87520.0,11,9.0,2,8,5,1,0,0.0,0.0,40.0,1,1
45.0,4,170099.0,15,10.0,0,1,1,4,0,0.0,0.0,40.0,11,1
25.0,4,221757.0,11,9.0,4,8,4,4,0,0.0,0.0,40.0,39,1
42.0,5,170721.0,9,13.0,2,12,0,4,1,0.0,0.0,50.0,39,1
54.0,4,85423.0,11,9.0,2,14,0,4,1,0.0,0.0,50.0,39,0
23.0,4,192017.0,8,11.0,4,3,4,2,0,0.0,0.0,40.0,39,1
32.0,2,247156.0,7,12.0,2,4,0,4,1,0.0,0.0,40.0,39,1
40.0,4,181015.0,12,14.0,2,4,0,4,1,0.0,0.0,50.0,39,1
51.0,0,29937.0,12,14.0,2,0,0,4,1,0.0,0.0,40.0,39,1
47.0,2,183486.0,11,9.0,4,1,2,2,0,0.0,0.0,40.0,39,1
46.0,4,123598.0,8,11.0,2,14,0,0,1,0.0,0.0,60.0,39,1
43.0,4,124692.0,9,13.0,2,12,0,4,1,0.0,1902.0,55.0,39,0
52.0,4,102444.0,5,4.0,2,4,0,4,1,0.0,0.0,40.0,39,0
50.0,2,270221.0,12,14.0,2,10,0,4,1,7688.0,0.0,50.0,39,0
68.0,2,31725.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
38.0,7,200289.0,9,13.0,2,10,5,4,0,7688.0,0.0,60.0,39,0
36.0,2,348728.0,12,14.0,4,10,1,4,0,0.0,1590.0,40.0,39,1
36.0,4,208068.0,6,5.0,0,6,1,4,1,0.0,0.0,50.0,39,1
38.0,4,67666.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
40.0,4,145166.0,10,16.0,2,10,0,4,1,0.0,0.0,60.0,39,0
36.0,4,161141.0,1,7.0,2,3,0,4,1,0.0,0.0,35.0,39,1
39.0,5,134475.0,7,12.0,2,4,5,4,0,7688.0,0.0,55.0,11,0
43.0,4,221550.0,9,13.0,2,13,0,4,1,0.0,0.0,40.0,39,1
90.0,4,51744.0,11,9.0,4,13,1,4,0,0.0,4356.0,40.0,39,1
32.0,4,202952.0,11,9.0,0,8,4,4,0,0.0,0.0,40.0,39,1
60.0,4,39352.0,12,14.0,2,1,0,4,1,3908.0,0.0,50.0,39,1
17.0,0,333100.0,0,6.0,4,0,3,4,1,1055.0,0.0,40.0,39,1
32.0,4,247328.0,0,6.0,0,3,1,4,1,0.0,0.0,40.0,39,1
24.0,2,157678.0,15,10.0,2,1,5,4,0,0.0,0.0,44.0,39,1
37.0,2,152587.0,12,14.0,2,10,5,4,0,0.0,0.0,40.0,39,1
25.0,4,471768.0,0,6.0,4,7,2,4,1,0.0,0.0,40.0,26,1
58.0,2,205267.0,9,13.0,5,10,4,2,0,0.0,0.0,40.0,23,1
36.0,4,165007.0,12,14.0,0,10,3,4,0,0.0,323.0,40.0,39,1
65.0,4,187493.0,12,14.0,4,10,1,4,0,0.0,0.0,24.0,39,1
40.0,4,478205.0,9,13.0,5,10,4,4,0,0.0,0.0,50.0,39,0
23.0,4,142566.0,9,13.0,4,1,1,4,0,0.0,0.0,40.0,39,1
51.0,4,274528.0,15,10.0,2,8,5,2,0,2407.0,0.0,48.0,39,0
39.0,4,53569.0,11,9.0,0,8,4,3,0,0.0,0.0,40.0,26,1
19.0,0,214087.0,0,6.0,4,0,3,4,1,0.0,0.0,30.0,39,1
49.0,4,123207.0,11,9.0,5,1,4,2,0,0.0,0.0,40.0,39,1
22.0,4,356567.0,8,11.0,4,3,2,4,1,0.0,0.0,40.0,26,1
56.0,4,91262.0,11,9.0,2,13,0,1,1,0.0,0.0,40.0,30,0
20.0,4,325033.0,11,9.0,4,8,1,4,1,0.0,0.0,40.0,39,1
44.0,4,227065.0,8,11.0,2,4,0,2,1,0.0,0.0,40.0,39,0
35.0,4,342642.0,11,9.0,4,6,1,4,0,0.0,0.0,25.0,39,1
56.0,6,233312.0,12,14.0,2,10,0,4,1,0.0,0.0,40.0,39,0
59.0,6,170411.0,11,9.0,2,12,0,4,1,0.0,0.0,60.0,12,1
39.0,4,114844.0,11,9.0,4,8,1,4,0,0.0,0.0,40.0,39,1
44.0,4,147265.0,15,10.0,4,12,1,4,1,13550.0,0.0,45.0,39,0
32.0,4,169240.0,11,9.0,4,7,2,4,1,0.0,0.0,40.0,39,1
70.0,0,133536.0,11,9.0,2,0,5,4,0,1173.0,0.0,12.0,39,0
32.0,4,134886.0,11,9.0,2,1,5,4,0,0.0,0.0,44.0,39,1
34.0,5,79586.0,9,13.0,4,12,1,3,1,0.0,0.0,45.0,39,1
44.0,5,240900.0,15,10.0,2,12,0,4,1,0.0,0.0,91.0,39,1
78.0,0,317311.0,7,12.0,2,0,0,4,1,0.0,0.0,2.0,39,1
65.0,0,149049.0,11,9.0,2,0,0,4,1,0.0,0.0,40.0,39,1
39.0,4,487486.0,9,13.0,2,8,0,1,1,0.0,0.0,30.0,0,0
50.0,4,169646.0,9,13.0,2,4,0,4,1,7298.0,0.0,40.0,39,0
47.0,4,186311.0,11,9.0,2,8,5,4,0,0.0,0.0,38.0,39,1
21.0,4,186314.0,11,9.0,4,6,3,4,1,0.0,0.0,40.0,39,1
52.0,4,195638.0,12,14.0,0,10,1,4,0,0.0,0.0,40.0,39,1
54.0,4,244770.0,11,9.0,2,10,0,4,1,0.0,0.0,40.0,39,1
47.0,4,108510.0,0,6.0,2,14,0,4,1,0.0,0.0,70.0,39,0
17.0,4,207637.0,11,9.0,4,8,2,4,0,0.0,0.0,10.0,18,1
77.0,6,176690.0,15,10.0,6,5,1,4,0,0.0,0.0,14.0,39,1
29.0,4,157262.0,7,12.0,4,8,2,2,1,0.0,0.0,40.0,39,1
28.0,4,265628.0,5,4.0,2,3,0,4,1,3464.0,0.0,35.0,39,1
26.0,0,132749.0,9,13.0,4,0,1,4,1,0.0,0.0,40.0,39,1
32.0,4,180303.0,9,13.0,4,4,3,4,0,0.0,0.0,40.0,39,1
55.0,4,143372.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,0
35.0,4,170263.0,15,10.0,4,13,4,4,1,0.0,0.0,40.0,39,1
45.0,4,126889.0,11,9.0,0,3,3,4,1,0.0,0.0,40.0,39,1
40.0,5,301007.0,9,13.0,2,4,0,4,1,0.0,0.0,55.0,39,0
42.0,6,217597.0,11,9.0,0,12,1,4,1,0.0,0.0,35.0,39,1
48.0,6,197702.0,9,13.0,4,3,1,4,0,0.0,0.0,40.0,39,1
57.0,4,142076.0,10,16.0,2,4,0,4,1,15024.0,0.0,60.0,0,0
34.0,4,379412.0,1,7.0,2,7,0,4,1,0.0,0.0,40.0,39,1
63.0,4,158609.0,3,2.0,2,7,0,2,1,0.0,0.0,42.0,39,1
39.0,4,79331.0,12,14.0,2,10,0,1,1,0.0,0.0,60.0,30,0
61.0,4,200427.0,11,9.0,4,1,1,4,0,0.0,0.0,40.0,39,1
30.0,4,80933.0,8,11.0,2,14,5,4,0,0.0,0.0,37.0,39,1
23.0,4,202284.0,11,9.0,4,1,3,4,1,0.0,0.0,40.0,39,1
47.0,4,98012.0,5,4.0,2,7,0,4,1,0.0,2051.0,40.0,39,1
22.0,4,215477.0,7,12.0,4,6,3,2,1,0.0,0.0,36.0,39,1
52.0,5,101017.0,9,13.0,0,13,1,4,1,0.0,1590.0,80.0,39,0
55.0,2,177163.0,6,5.0,2,8,0,4,1,0.0,0.0,40.0,39,1
43.0,4,188331.0,3,2.0,4,10,3,4,1,15020.0,0.0,40.0,26,0
61.0,4,101265.0,11,9.0,2,3,0,4,1,0.0,0.0,37.0,39,1
19.0,4,228939.0,5,4.0,4,8,1,4,1,0.0,0.0,40.0,39,1
50.0,4,98228.0,12,14.0,0,10,1,4,0,0.0,0.0,40.0,39,1
88.0,6,187097.0,14,15.0,2,10,0,4,1,0.0,0.0,5.0,39,1
28.0,4,179008.0,9,13.0,2,4,0,4,1,0.0,0.0,50.0,39,0
38.0,4,91039.0,9,13.0,2,10,5,4,0,0.0,0.0,50.0,39,0
24.0,4,255575.0,15,10.0,4,12,1,4,1,0.0,0.0,33.0,39,1
36.0,4,34744.0,8,11.0,4,8,1,4,1,0.0,0.0,60.0,39,1
41.0,4,166662.0,11,9.0,5,8,4,4,0,0.0,0.0,40.0,39,1
29.0,4,246974.0,15,10.0,4,1,1,4,1,0.0,0.0,44.0,39,1
21.0,4,164177.0,15,10.0,4,1,3,4,1,0.0,0.0,40.0,39,1
52.0,6,105010.0,15,10.0,4,8,1,4,0,0.0,0.0,40.0,39,1
47.0,6,321851.0,8,11.0,5,4,4,4,0,0.0,0.0,50.0,39,1
69.0,6,187332.0,14,15.0,2,4,0,4,1,0.0,0.0,8.0,39,1
28.0,4,269317.0,11,9.0,2,14,0,4,1,0.0,0.0,40.0,39,1
49.0,6,144351.0,14,15.0,2,10,0,4,1,15024.0,0.0,50.0,39,0
32.0,7,190577.0,8,11.0,0,11,1,4,1,0.0,0.0,48.0,39,1
31.0,4,176831.0,11,9.0,4,3,1,4,1,0.0,0.0,50.0,39,1
41.0,2,32185.0,15,10.0,0,1,1,4,1,4650.0,0.0,30.0,39,1
32.0,1,90653.0,9,13.0,2,4,0,4,1,0.0,0.0,40.0,39,0
24.0,4,329852.0,6,5.0,2,8,0,4,1,0.0,0.0,60.0,39,1
49.0,2,106554.0,9,13.0,2,10,5,4,0,0.0,0.0,55.0,39,1
37.0,4,203828.0,6,5.0,2,14,0,4,1,0.0,0.0,65.0,39,1
33.0,4,198103.0,11,9.0,4,7,3,4,0,0.0,0.0,40.0,0,1
59.0,6,172618.0,9,13.0,2,12,0,4,1,15024.0,0.0,55.0,39,0
51.0,2,114508.0,6,5.0,2,4,0,4,1,0.0,0.0,40.0,39,1
42.0,4,194710.0,15,10.0,5,10,4,2,0,0.0,0.0,40.0,39,1
20.0,4,212668.0,15,10.0,4,4,4,4,0,0.0,0.0,40.0,39,1
22.0,4,59184.0,11,9.0,4,8,3,4,0,0.0,0.0,35.0,39,1
23.0,4,107578.0,11,9.0,4,8,3,4,1,0.0,0.0,50.0,39,1
32.0,5,124052.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,39,1
42.0,4,132222.0,11,9.0,0,4,4,4,0,0.0,0.0,40.0,39,1
44.0,1,399155.0,11,9.0,0,1,1,4,0,0.0,0.0,40.0,39,1
69.0,6,150080.0,11,9.0,2,5,0,4,1,0.0,0.0,40.0,39,1
55.0,5,124137.0,15,10.0,2,12,0,4,1,15024.0,0.0,40.0,39,0
41.0,5,236021.0,9,13.0,6,4,4,4,0,0.0,0.0,32.0,39,1
43.0,4,346189.0,12,14.0,2,10,0,4,1,0.0,0.0,45.0,39,0
33.0,4,182556.0,9,13.0,2,12,0,4,1,15024.0,0.0,75.0,39,0
42.0,4,122215.0,11,9.0,4,3,1,2,1,0.0,0.0,45.0,39,1
53.0,4,124076.0,15,10.0,2,3,0,2,1,7688.0,0.0,40.0,39,0
35.0,4,352188.0,11,9.0,4,13,1,4,1,0.0,0.0,40.0,39,1
30.0,4,402539.0,11,9.0,4,7,1,2,1,0.0,0.0,30.0,39,1
40.0,0,351161.0,12,14.0,2,0,5,4,0,0.0,0.0,25.0,0,1
27.0,4,198286.0,9,13.0,1,10,5,4,0,0.0,0.0,40.0,39,0
32.0,4,26803.0,0,6.0,2,14,0,4,1,0.0,0.0,80.0,39,0
24.0,4,107882.0,11,9.0,4,12,1,3,0,0.0,0.0,35.0,39,1
28.0,4,133937.0,9,13.0,4,12,3,4,1,0.0,0.0,40.0,39,1
17.0,4,244602.0,1,7.0,4,8,3,4,1,0.0,0.0,20.0,39,1
22.0,0,201179.0,15,10.0,4,0,1,4,1,2176.0,0.0,44.0,39,1
24.0,4,225739.0,0,6.0,2,5,0,4,1,0.0,0.0,40.0,39,1
51.0,4,123011.0,9,13.0,0,4,1,4,1,0.0,2559.0,40.0,39,1
24.0,4,182504.0,15,10.0,4,1,1,2,0,0.0,0.0,20.0,0,1
62.0,4,664366.0,11,9.0,2,4,0,4,1,0.0,0.0,45.0,39,0
46.0,4,75256.0,15,10.0,2,12,0,4,1,7688.0,0.0,45.0,0,0
21.0,4,155818.0,11,9.0,0,12,1,2,0,0.0,0.0,40.0,39,1
29.0,6,266070.0,9,13.0,4,1,3,4,0,0.0,0.0,50.0,39,1
42.0,5,201495.0,10,16.0,2,10,0,4,1,0.0,1977.0,60.0,39,0
38.0,2,156383.0,15,10.0,4,8,3,4,1,0.0,0.0,20.0,39,1
44.0,4,147206.0,12,14.0,2,10,0,4,1,0.0,0.0,40.0,39,0
33.0,6,359428.0,11,9.0,2,12,0,4,1,0.0,0.0,60.0,39,1
31.0,6,281030.0,11,9.0,2,8,5,2,0,0.0,0.0,40.0,39,1
40.0,4,187376.0,11,9.0,2,4,0,4,1,0.0,0.0,45.0,39,0
35.0,4,143231.0,10,16.0,2,10,0,4,1,0.0,0.0,60.0,39,1
45.0,6,133969.0,11,9.0,0,14,4,2,1,0.0,0.0,40.0,39,1
53.0,5,368014.0,9,13.0,2,4,0,4,1,0.0,1740.0,40.0,39,1
39.0,4,52645.0,1,7.0,2,14,0,4,1,0.0,0.0,40.0,39,1
38.0,2,216129.0,11,9.0,2,1,5,2,0,0.0,0.0,40.0,39,1
25.0,4,124483.0,7,12.0,4,13,3,1,1,0.0,0.0,30.0,39,1
36.0,4,64874.0,4,3.0,2,8,0,4,1,7298.0,0.0,40.0,26,0
17.0,4,236091.0,0,6.0,4,3,3,4,1,0.0,0.0,30.0,39,1
23.0,4,113601.0,9,13.0,4,1,3,4,1,0.0,0.0,40.0,39,1
43.0,4,173316.0,15,10.0,0,1,1,4,1,0.0,0.0,45.0,39,0
30.0,4,207668.0,15,10.0,0,1,1,4,0,0.0,0.0,60.0,39,1
63.0,4,174826.0,11,9.0,6,6,2,4,0,0.0,0.0,40.0,39,1
19.0,4,372483.0,11,9.0,4,1,3,4,0,0.0,0.0,40.0,39,1
24.0,6,186831.0,15,10.0,4,4,3,4,1,0.0,0.0,50.0,24,1
35.0,4,203717.0,8,11.0,0,8,4,4,0,0.0,0.0,40.0,4,1
34.0,4,306215.0,8,11.0,4,3,1,4,0,0.0,0.0,40.0,39,1
60.0,2,169015.0,11,9.0,2,8,0,1,1,0.0,0.0,40.0,3,1
44.0,2,177937.0,9,13.0,2,1,0,4,1,0.0,0.0,40.0,39,1
33.0,4,209768.0,0,6.0,4,5,1,4,1,0.0,0.0,40.0,39,1
44.0,4,315971.0,12,14.0,0,8,1,2,0,0.0,0.0,40.0,39,0
58.0,2,36091.0,6,5.0,6,8,4,2,0,3273.0,0.0,40.0,39,1
36.0,4,43701.0,0,6.0,2,3,0,4,1,0.0,0.0,70.0,0,1
43.0,4,124436.0,15,10.0,0,4,1,4,0,0.0,0.0,40.0,39,0
39.0,4,85783.0,9,13.0,0,12,1,4,0,0.0,0.0,70.0,39,1
54.0,2,29887.0,9,13.0,0,10,4,4,0,0.0,0.0,57.0,39,1
